name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
hs_swamp_stone_cottage.blueprint	hs_swamp_stone_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	64	4.0x6.0x6.5	blackforest(10)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	680538dc5b04e98df938f7fff83987f14f0a9a2b214d9d1450ef9d1b9f082fbd	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
sample_001.blueprint	sample_001.blueprint	flavour	module	PLACES_CLEAN	True	derived	63	12.0x8.0x5.0	meadows(63)	blueprint	Homestead	GPL-3.0	reference	sighsorry1029/Homestead	sighsorry1029/Homestead	2d5c125e9b15591ed68818f4e18b1e10fdb1fd00d192ac3e3677facf4d8ba4df	63 pieces, 8 prefabs, 12.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	
hs_ashlands_henhousevanilla_brigames.blueprint	hs_ashlands_henhousevanilla_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	62	4.7x5.9x3.6	ashlands(18)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c62f3bafd2b901be6706f204ab55cce5eeba3102a3c8fb7c3aa05e5dd08ff10e	62 pieces, 15 prefabs, 4.7x5.9x3.6 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_house.blueprint	hs_blackforest_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	4520578d7ba62313abde8ec5d35f18ae9e7e034f65b3517abfe5719925be6492	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_house.blueprint	hs_meadows_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7092968b52d0a1a9eb6b96794d4af2490993334a0a763152b6a35e946853392b	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_house.blueprint	hs_mistlands_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0bad20f5573a80fbb6a97a7181e639695dff454d6f79a6ce29f5229ea3798c93	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_house.blueprint	hs_mountain_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e1bcf8dfd44a00b1f8516c780b8f4d5a69c735685b6eb3e002f33d5458d7244f	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_house.blueprint	hs_plains_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c7d5e51593b8782b9160eb3d3d1e6899866d0d5f689877007b60f48054280b3a	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_house.blueprint	hs_swamp_house.blueprint	flavour	module	PLACES_CLEAN	True	derived	60	4.0x8.0x5.0	meadows(60)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	647c3e34db05a2a7eddfbed4b4005a4692507745441333711deb4347f9086f33	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
SettlerRuins_Ashlands1.blueprint	SettlerRuins_Ashlands1.blueprint	flavour	module	PLACES_CLEAN	True	curated	59	22.5x16.3x16.9	meadows(59)	blueprint	SiR RuStY SpOoN	none stated	reference	RustyMods/VikingNPC	RustyMods/VikingNPC	f805eeea70da5554a7b2e0cc3100851d96ef802081b8cbb90baf81d95ba6b7c5	scattered ruins, 23 x 16 m, 59 pieces	Ashlands ruins scatter. top_tier reads meadows because its Ashlands content is world STATICS (Ashlands_*, FernAshlands), not craftable ashwood -- so it costs nothing to place and works as a ruin scatter in any biome	
hs_blackforest_stilt_cottage.blueprint	hs_blackforest_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	cea4c17d0d3bb2fab50fcf3e17c2518dae7adcc0bc213b0a6879877cd2a994ee	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_stilt_cottage.blueprint	hs_meadows_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	499882451ad629f689ceb0e91c1d67681b6ab0e5397e082917e9d281d4279cd9	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_stilt_cottage.blueprint	hs_mistlands_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f727d26feeec20ae4b0e90fc54eb6379c1430e3022ac8556f21ec0bb2b194eff	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_stilt_cottage.blueprint	hs_mountain_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8d37723e81d524b51563dcea7cbf42740598f0759b1e91d3cef7eb78608c1ebf	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_stilt_cottage.blueprint	hs_plains_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c79d453050578ff41a4a502afd35684401724c41aa450edebdd774a667fa00a6	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_stilt_cottage.blueprint	hs_swamp_stilt_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	54	4.0x6.0x6.0	meadows(54)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8210c0f27ea2d53a210d3648baabdf390a9e05e5128a010b836ad7c3c98546d0	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_cottage.blueprint	hs_blackforest_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3bc9404c738dd15c2ace3c9a9032875e3b736e05fd4831bf881612111278b18e	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_cottage.blueprint	hs_meadows_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	64c0fc8263989af22c0d1d9dab8200bc7dedac5033b164130ef3483da2c11ea9	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_cottage.blueprint	hs_mistlands_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	a255d5f373e6831eed36e03015b376674c2a77b18213dcdec6775294caecc6f7	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_cottage.blueprint	hs_mountain_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3a9145bdabe3a359b9b79a03542e69134bf4b53f66354f32434393ab792f46c0	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_cottage.blueprint	hs_plains_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	edb1ee4cc3f10388d0d117932ce75a4447e44321d91444844041a86569c22081	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_cottage.blueprint	hs_swamp_cottage.blueprint	flavour	module	PLACES_CLEAN	True	derived	48	4.0x6.0x5.0	meadows(48)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	466eca3debc2a1b2f401b4b1dd43d866c41ccbc2452889696a5600838763a906	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	14 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_stilt_hut.blueprint	hs_blackforest_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	77427b11c02e80bd12fdd41225be9af68f1e212340d2f5c63f0c79503e0b342c	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_stilt_hut.blueprint	hs_meadows_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7fe00e16ce3472e44d1d45d324ab3d41a7e5e957f3fd3c0db6ea7739616582fd	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_stilt_hut.blueprint	hs_mistlands_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	404b804f20b66e4799cb5dd8b21ae8a50d5dd06f92fd709f0748982a3ab51685	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_stilt_hut.blueprint	hs_mountain_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3a655c031157a907e2b7a6fb4df0eaf623790867cbc9cdcef3ece830ce59ec70	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_stilt_hut.blueprint	hs_plains_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	017a58ee649bdfc0daf7255f06b8aca136d6eec3f8f43e2d635c50b85281df88	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_stilt_hut.blueprint	hs_swamp_stilt_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	32	4.0x4.0x4.0	meadows(32)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	db62ab2439a2c2c712c1b3c89be1d050500fe062703d72977709ea5aa89ec8e3	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
instairtower_remnant.blueprint	instairtower_remnant.blueprint	flavour	module	PLACES_CLEAN	True	curated	30	6.0x9.5x4.1	blackforest(27)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	193bcbbcefd3df622223674610ec77135c5ef08af98bd1edc3c4ca69ef5e5de7	foundation stub only, 30 pieces	the cheapest ruin stamp in the library	
hs_ashlands_madzobuild_couch3.blueprint	hs_ashlands_madzobuild_couch3.blueprint	flavour	module	PLACES_CLEAN	True	derived	30	2.6x3.9x2.0	ashlands(13)	blueprint	Madzobuild	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b9a2c2b6bb638858ca0eb48184d0491135aafe7b2825b1909e9e9f2822d8149f	30 pieces, 4 prefabs, 2.6x3.9x2.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
pillartower_remnant.blueprint	pillartower_remnant.blueprint	flavour	module	PLACES_CLEAN	True	curated	29	12.5x7.0x4.5	blackforest(20)	blueprint	Raimod	AGPL-3.0	reference	RickardAndreasAgren/ValheimBlueprintCruncher	RickardAndreasAgren/ValheimBlueprintCruncher	cc6102364d662ca5d982a29bcdbc96e7aeb3811d96034e353fbae31eee3db406	pillar stubs only, 29 pieces	ruins scatter -- smallest stamp in the library	
hs_blackforest_hut.blueprint	hs_blackforest_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	492e78e16feefccf3b58c1503342732aefc68a9f9b891401eb3b9bc06e588f49	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_hut.blueprint	hs_meadows_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	83385eeee9cb1f66f327eff8100887609f1adaa805b9a86fb4fcc27f67a4943c	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_hut.blueprint	hs_mistlands_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	5ca738c7327761932729aa4066814d36d476b54c345a65969c7da24e2fe450fb	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mistlands; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mountain_hut.blueprint	hs_mountain_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f20d033907179533590519d3ab64a3c2284b3ab1bd04fa9cefff58158f6775cc	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: mountain; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_hut.blueprint	hs_plains_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	2c8e9ecdb98a6410e8a4f8d57ec4d91ed00e6353ae7fc176e216f82d01f9ecb3	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_hut.blueprint	hs_swamp_hut.blueprint	flavour	module	PLACES_CLEAN	True	derived	28	4.0x4.0x3.0	meadows(28)	blueprint	Biome Blueprints	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	17001093bf58b78b0684bfc9c64bbb7d1ea0abc728781e9c7af8e7fffd773ddc	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_enchantedforeststump_brigames.blueprint	hs_meadows_enchantedforeststump_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	27	5.2x5.7x2.1	meadows(27)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	964797eb34a86d367dffccbdbba62958598f57fd998f29bc580dae250e0cfcb2	27 pieces, 5 prefabs, 5.2x5.7x2.1 m, 0 stations, 0 beds, 0 portals	source biome tag: meadows; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	16 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_armchair_sidetable_brigames.blueprint	hs_ashlands_armchair_sidetable_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	23	1.1x2.5x1.2	ashlands(16)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	23f59ece69fed682ea2bb77a08241a59be8b54e6d97b2bfd99f65c539ff87615	23 pieces, 8 prefabs, 1.1x2.5x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_daybed_brigames.blueprint	hs_ashlands_daybed_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	19	3.7x3.1x2.2	ashlands(10)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	be2c5c1f46bd34d3e69eeb82a9b150d6277ceefbaf32abf07318f5982d94b925	19 pieces, 7 prefabs, 3.7x3.1x2.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_madzobuild_couch2.blueprint	hs_ashlands_madzobuild_couch2.blueprint	flavour	module	PLACES_CLEAN	True	derived	14	2.0x1.4x2.0	ashlands(7)	blueprint	Madzobuild	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ebeb3e0e12eb70482b0186000e5ab67e6598546c72dca846d8589d4ab4a386c3	14 pieces, 4 prefabs, 2.0x1.4x2.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sidetable_book_brigames.blueprint	hs_ashlands_sidetable_book_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	13	1.0x1.0x1.2	ashlands(9)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f9666121a05e838e0ef7ca7bc75765c6628d001fe370b707ec64f460aeb0db31	13 pieces, 5 prefabs, 1.0x1.0x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_armchair_brigames.blueprint	hs_ashlands_armchair_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	10	0.7x0.7x1.2	ashlands(7)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	6ce28a5734f2b48f8fdb599e98a07bcf28824535cd6e811295e8672e2970eebf	10 pieces, 3 prefabs, 0.7x0.7x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_madzobuild_couch1.blueprint	hs_ashlands_madzobuild_couch1.blueprint	flavour	module	PLACES_CLEAN	True	derived	10	0.7x1.3x1.1	ashlands(7)	blueprint	Madzobuild	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	6d5e9e36705b28f2515a0f82a90ae3891c1c83e74e2f65be3a7b400c2ae4d472	10 pieces, 3 prefabs, 0.7x1.3x1.1 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_madzobuild_woodcouch1.blueprint	hs_blackforest_madzobuild_woodcouch1.blueprint	flavour	module	PLACES_CLEAN	True	derived	10	0.7x1.3x1.1	meadows(10)	blueprint	Madzobuild	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	5fcae1118232cbebbc101d0f577f076aeed8da5e9a67c5ae509c0c0bcf8e6a9b	10 pieces, 3 prefabs, 0.7x1.3x1.1 m, 0 stations, 0 beds, 0 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
